"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","product_shipping_class","visibility","tax_status","product_type","product_attribute_name","product_attribute_value","product_attribute_visible","product_attribute_variation","product_attribute_position","featured_product","product_attribute_taxonomy","tax_class","file_paths","edit_last","edit_lock","thumbnail_id","manage_stock","stock","stock_status","low_stock_threshold","stock_qty","total_sales","downloadable","virtual","regular_price","sale_price","purchase_note","menu_order","comment_status","weight","length","width","height","sku","upsell_ids","crosssell_ids","grouping_product","sale_price_dates_from","sale_price_dates_to","price","sold_individually","backorders","product_image_gallery","product_url","button_text","featured","downloadable_files","download_limit","download_expiry","download_type","_subscription_period","_subscription_period_interval","_subscription_length","_subscription_trial_period","_subscription_trial_length","_subscription_price","_wc_pb_bundle_sell_ids","_wc_pb_bundle_sells_title","_wc_pb_bundle_sells_discount","brand","product_category","product_tag","108","1147","1334","1560","236","25","469.57","9.57","disable_add_to_cart","disable_price","manually","onesignal_meta_box_present","onesignal_modify_title_and_content","onesignal_notification_custom_content","onesignal_notification_custom_heading","onesignal_send_notification","price1","price2","rs_page_bg_color","wcfm_policy_product_options"
"PRUNES PITTED SUPERCHEF 1 KG","5183",,,"2021-03-26 20:06:28","prunes-pitted-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","175",,,"0","open",,,,,"DRFRU0003",,,,,,"175","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PITTED,PRUNES","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND WHOLE SUPERCHEF 100 GM","5185",,,"2021-03-26 20:06:28","almond-whole-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","45",,,"0","open",,,,,"DRNUT0098",,,,,,"45","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WALNUT WITHOUT SHELL SUPERCHEF 100 GM","5187",,,"2021-03-26 20:06:28","walnut-without-shell-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"DRNUT0109",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","W/OUT,WALNUT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEANUT RAW SUPERCHEF 1 KG","5190",,,"2021-03-26 20:06:28","peanut-raw-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","85",,,"0","open",,,,,"DRPEA0002",,,,,,"85","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEANUT,RAW","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICK PEAS WHITE 9MM DRIED SUPERCHEF 1 KG","5193",,,"2021-03-26 20:06:28","chick-peas-white-9mm-dried-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"DRPEA0006",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHICK,PEAS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS MUSTARD SUPERCHEF 1 KG","5196",,,"2021-03-26 20:06:28","seeds-mustard-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"DRSED0010",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","MUSTARD,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS PUMPKIN SUPERCHEF 1 KG","5199",,,"2021-03-26 20:06:28","seeds-pumpkin-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","285",,,"0","open",,,,,"DRSED0025",,,,,,"285","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PUMPKIN,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS CUMIN SUPERCHEF 200 GM","5201",,,"2021-03-26 20:06:28","seeds-cumin-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","35",,,"0","open",,,,,"DRSED0031",,,,,,"35","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CUMIN,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS MUSTARD SUPERCHEF 200 GM","5203",,,"2021-03-26 20:06:28","seeds-mustard-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","14",,,"0","open",,,,,"DRSED0032",,,,,,"14","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","MUSTARD,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS FENNEL SUPERCHEF 200 GM","5205",,,"2021-03-26 20:06:28","seeds-fennel-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","25",,,"0","open",,,,,"DRSED0033",,,,,,"25","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","FENNEL,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APRICOT DRIED SUPERCHEF 200 GM","5207",,,"2021-03-26 20:06:29","apricot-dried-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","49",,,"0","open",,,,,"DRSPC0130",,,,,,"49","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","APRICOT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WALNUT WITHOUT SHELL SUPERCHEF 1 KG","5210",,,"2021-03-26 20:06:29","walnut-without-shell-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","345",,,"0","open",,,,,"DRWAL0002",,,,,,"345","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","WALNUT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND POWDER SUPERCHEF 500 GM","5212",,,"2021-03-26 20:06:29","almond-powder-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"DRALM0029",,,,,,"180","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APRICOT DRY SUPERCHEF 500 GM","5214",,,"2021-03-26 20:06:29","apricot-dry-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","110",,,"0","open",,,,,"DRAPR0004",,,,,,"110","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","APRICOT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PRUNES PITTED SUPERCHEF 500 GM","5216",,,"2021-03-26 20:06:29","prunes-pitted-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","100",,,"0","open",,,,,"DRFRU0059",,,,,,"100","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PITTED,PRUNES","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RAISIN YELLOW (GOLDEN) SUPERCHEF 500 GM","5219",,,"2021-03-26 20:06:29","raisin-yellow-golden-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRFRU0060",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","RAISIN,YELLOW","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CASHEWNUT WHOLE SUPERCHEF 500 GM","5221",,,"2021-03-26 20:06:29","cashewnut-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","210",,,"0","open",,,,,"DRNUT0094",,,,,,"210","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CASHEWNUT,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"HAZELNUT SUPERCHEF 500 GM","5223",,,"2021-03-26 20:06:31","hazelnut-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","195",,,"0","open",,,,,"DRNUT0146",,,,,,"195","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","HAZELNUT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEANUT RAW SUPERCHEF 500 GM","5226",,,"2021-03-26 20:06:32","peanut-raw-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","40",,,"0","open",,,,,"DRPEA0031",,,,,,"40","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEANUT,RAW","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICK PEAS WHITE 9 MM DRIED SUPERCHEF 500 GM","5228",,,"2021-03-26 20:06:32","chick-peas-white-9-mm-dried-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","35",,,"0","open",,,,,"DRPEA0032",,,,,,"35","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHICK,PEAS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PISTACHIO PEELED SUPERCHEF 500 GM","5230",,,"2021-03-26 20:06:32","pistachio-peeled-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","285",,,"0","open",,,,,"DRPIS0007",,,,,,"285","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEELED,PISTACHIO","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RAISIN BLACK SUPERCHEF 500 GM","5232",,,"2021-03-26 20:06:32","raisin-black-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","80",,,"0","open",,,,,"DRPIS0008",,,,,,"80","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,RAISIN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND FLAKES SUPERCHEF 500 GM","5235",,,"2021-03-26 20:06:32","almond-flakes-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","175",,,"0","open",,,,,"DRSPC0462",,,,,,"175","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND POWDER SUPERCHEF 500 GM","5237",,,"2021-03-26 20:06:32","almond-powder-superchef-500-gm-2","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","175",,,"0","open",,,,,"DRSPC0463",,,,,,"175","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ALMOND WHOLE SUPERCHEF 500 GM","5239",,,"2021-03-26 20:06:32","almond-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"DRSPC0464",,,,,,"180","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ALMOND","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEED AJWAN SUPERCHEF 500 GM","5241",,,"2021-03-26 20:06:32","seed-ajwan-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRSPC0466",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","AJWAN,SEED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CLOVES WHOLE SUPERCHEF 500 GM","5243",,,"2021-03-26 20:06:32","cloves-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"DRSPC0467",,,,,,"180","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CLOVES,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CINAMON WHOLE SUPERCHEF 500 GM","5245",,,"2021-03-26 20:06:33","cinamon-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","100",,,"0","open",,,,,"DRSPC0468",,,,,,"100","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CINAMON,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SEEDS SESAME BLACK SUPERCHEF 500 GM","5247",,,"2021-03-26 20:06:33","seeds-sesame-black-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","95",,,"0","open",,,,,"DRSPC0469",,,,,,"95","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","SEEDS,SESAME","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEPPER BLACK CRUSHED SUPERCHEF 500 GM","5250",,,"2021-03-26 20:06:33","pepper-black-crushed-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","120",,,"0","open",,,,,"DRSPC0470",,,,,,"120","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,PEPPER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAY LEAVES SUPERCHEF 500 GM","5253",,,"2021-03-26 20:06:33","bay-leaves-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"DRSPC0471",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BAY,LEAVES","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEPPER BLACK WHOLE SUPERCHEF 500 GM","5255",,,"2021-03-26 20:06:33","pepper-black-whole-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","108",,,"0","open",,,,,"DRSPC0477",,,,,,"108","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,PEPPER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PICKLE MIXED SUPERCHEF 5 KG","5257",,,"2021-03-26 20:06:33","pickle-mixed-superchef-5-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","625",,,"0","open",,,,,"DRPKL0028",,,,,,"625","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","MIXED,PICKLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL CHANA SUPERCHEF 1 KG","5259",,,"2021-03-26 20:06:33","dhal-chana-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","50",,,"0","open",,,,,"DRDHA0002",,,,,,"50","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHANA,DHAL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL MOONG WHOLE (GREEN) SUPERCHEF 1 KG","5261",,,"2021-03-26 20:06:33","dhal-moong-whole-green-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","60",,,"0","open",,,,,"DRDHA0007",,,,,,"60","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DHAL,MOONG","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL MOONG YELLOW SUPERCHEF 1 KG","5263",,,"2021-03-26 20:06:33","dhal-moong-yellow-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","68",,,"0","open",,,,,"DRDHA0017",,,,,,"68","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DHAL,MOONG","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHILLI DRY RED SUPERCHEF 1 KG","5265",,,"2021-03-26 20:06:34","chilli-dry-red-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","150",,,"0","open",,,,,"DRCHL0001",,,,,,"150","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,DRY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHILLI CRUSHED SUPERCHEF 1 KG","5267",,,"2021-03-26 20:06:36","chilli-crushed-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","148",,,"0","open",,,,,"DRCHL0007",,,,,,"148","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,CRUSHED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEPPER BLACK WHOLE SUPERCHEF 1 KG","5270",,,"2021-03-26 20:06:36","pepper-black-whole-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","285",,,"0","open",,,,,"DRPEP0001",,,,,,"285","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BLACK,PEPPER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MASALA GARAM SUPERCHEF 1 KG","5272",,,"2021-03-26 20:06:36","masala-garam-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","150",,,"0","open",,,,,"DRSPC0001",,,,,,"150","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","GARAM,MASALA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BASIL SUPERCHEF 50 GM","5275",,,"2021-03-26 20:06:36","basil-superchef-50-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","18",,,"0","open",,,,,"DRSPC0131",,,,,,"18","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BASIL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BAY LEAVES SUPERCHEF 15 GM","5277",,,"2021-03-26 20:06:36","bay-leaves-superchef-15-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","10",,,"0","open",,,,,"DRSPC0132",,,,,,"10","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BAY,LEAVES","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER PEPPER BLACK SUPERCHEF 100 GM","5279",,,"2021-03-26 20:06:36","powder-pepper-black-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","20",,,"0","open",,,,,"DRSPC0134",,,,,,"20","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEPPER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CHILLI SUPERCHEF 100 GM","5281",,,"2021-03-26 20:06:36","powder-chilli-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","20",,,"0","open",,,,,"DRSPC0138",,,,,,"20","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CINAMON WHOLE SUPERCHEF 100 GM","5283",,,"2021-03-26 20:06:36","cinamon-whole-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","28",,,"0","open",,,,,"DRSPC0141",,,,,,"28","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CINAMON,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"OREGANO SUPERCHEF 60 GM","5285",,,"2021-03-26 20:06:37","oregano-superchef-60-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","20",,,"0","open",,,,,"DRSPC0143",,,,,,"20","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","OREGANO","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ROSEMARY SUPERCHEF 60 GM","5287",,,"2021-03-26 20:06:37","rosemary-superchef-60-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","20",,,"0","open",,,,,"DRSPC0145",,,,,,"20","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","ROSEMARY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER GINGER SUPERCHEF 190 GM","5289",,,"2021-03-26 20:06:37","powder-ginger-superchef-190-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","27",,,"0","open",,,,,"DRSPC0148",,,,,,"27","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","GINGER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MASALA GARAM SUPERCHEF 100 GM","5291",,,"2021-03-26 20:06:37","masala-garam-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","18",,,"0","open",,,,,"DRSPC0204",,,,,,"18","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","GARAM,MASALA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MASALA CHICKEN SUPERCHEF 155 GM","5293",,,"2021-03-26 20:06:37","masala-chicken-superchef-155-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","27",,,"0","open",,,,,"DRSPC0432",,,,,,"27","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHICKEN,MASALA","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MASALA MEAT SUPERCHEF 100 GM","5295",,,"2021-03-26 20:06:37","masala-meat-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","24",,,"0","open",,,,,"DRSPC0003",,,,,,"24","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","MASALA,MEAT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CARDAMOM GREEN SUPERCHEF 500 GM","5297",,,"2021-03-26 20:06:37","cardamom-green-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","700",,,"0","open",,,,,"DRCAR0011",,,,,,"700","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CARDAMOM,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHILLI RED DRY SUPERCHEF 500 GM","5300",,,"2021-03-26 20:06:37","chilli-red-dry-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","64",,,"0","open",,,,,"DRCHL0018",,,,,,"64","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CHILLI,RED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CORRIANDER SUPERCHEF 500 GM","5302",,,"2021-03-26 20:06:37","powder-corriander-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","35",,,"0","open",,,,,"DRPOW0384",,,,,,"35","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CORRIANDER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CURRY SUPERCHEF 500 GM","5304",,,"2021-03-26 20:06:38","powder-curry-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","59",,,"0","open",,,,,"DRPOW0385",,,,,,"59","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CURRY,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER PEPPER BLACK SUPERCHEF 500 GM","5306",,,"2021-03-26 20:06:38","powder-pepper-black-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","75",,,"0","open",,,,,"DRPOW0386",,,,,,"75","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","PEPPER,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"POWDER CUMIN SUPERCHEF 500 GM","5309",,,"2021-03-26 20:06:38","powder-cumin-superchef-500-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRPOW0387",,,,,,"65","no","no",,,,"no",,"-1","-1",,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CUMIN,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
