"post_title","ID","post_content","post_excerpt","post_date","post_name","post_author","post_status","featured_image","product_shipping_class","visibility","tax_status","product_type","product_attribute_name","product_attribute_value","product_attribute_visible","product_attribute_variation","product_attribute_position","featured_product","product_attribute_taxonomy","tax_class","file_paths","edit_last","edit_lock","thumbnail_id","manage_stock","stock","stock_status","low_stock_threshold","stock_qty","total_sales","downloadable","virtual","regular_price","sale_price","purchase_note","menu_order","comment_status","weight","length","width","height","sku","upsell_ids","crosssell_ids","grouping_product","sale_price_dates_from","sale_price_dates_to","price","sold_individually","backorders","product_image_gallery","product_url","button_text","featured","downloadable_files","download_limit","download_expiry","download_type","_subscription_period","_subscription_period_interval","_subscription_length","_subscription_trial_period","_subscription_trial_length","_subscription_price","_wc_pb_bundle_sell_ids","_wc_pb_bundle_sells_title","_wc_pb_bundle_sells_discount","brand","product_category","product_tag","108","1147","1334","1560","236","25","469.57","9.57","disable_add_to_cart","disable_price","manually","onesignal_meta_box_present","onesignal_modify_title_and_content","onesignal_notification_custom_content","onesignal_notification_custom_heading","onesignal_send_notification","price1","price2","rs_page_bg_color","wcfm_policy_product_options"
"WALL MOUNTED HAND SANITIZER & SOAP DISPENSER WITH 1 LTR","5573",,,"2021-03-26 20:07:03","wall-mounted-hand-sanitizer-soap-dispenser-with-1-ltr","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","539",,,"0","open",,,,,"AMMSC1221",,,,,,"539","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","AUTOMATIC,DISPENSER,SANITIZER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"TAKE AWAY BOX BIODEGRADABLE 600 ML 400 PIECE","5575",,,"2021-03-26 20:07:03","take-away-box-biodegradable-600-ml-400-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","740",,,"0","open",,,,,"AMMSC1491",,,,,,"740","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","BIO,BLACK,CONTAINER,RED,TAKEAWAY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"LID WHITE FOR PAPER CUP 8 OZ (1000 PIECE)","5577",,,"2021-03-26 20:07:03","lid-white-for-paper-cup-8-oz-1000-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","370",,,"0","open",,,,,"AMPAP0055",,,,,,"370","no","no",,,,"no",,,,,,,,,,,,,,"SUPERTOUCH","Cleaning &amp; Household","LID,NONFOOD,PAPERCUP","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PAPER WHITE BURGER BOX LARGE HOTPACK 500 PIECE","5579",,,"2021-03-26 20:07:03","paper-white-burger-box-large-hotpack-500-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1350",,,"0","open",,,,,"AMPAP0163",,,,,,"1350","no","no",,,,"no",,,,,,,,,,,,,,"HOTPACK","Cleaning &amp; Household","BURGER BOX,LARGE,PAPER WHITE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WOODEN SPOON 16 CM","5581",,,"2021-03-26 20:07:03","wooden-spoon-16-cm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","70",,,"0","open",,,,,"AMSPN0011",,,,,,"70","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Cleaning &amp; Household","NONFOOD,SPOON,WOODEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RED KIDNEY BEANS DRY 1 KG","5583",,,"2021-03-26 20:07:03","red-kidney-beans-dry-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","125",,,"0","open",,,,,"DRBEN0008",,,,,,"125","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","BEANS,DRY,KIDNEY","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CARDAMOM GREEN SUPERCHEF 1 KG","5585",,,"2021-03-26 20:07:03","cardamom-green-superchef-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","1350",,,"0","open",,,,,"DRCAR0001",,,,,,"1350","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CARDAMOM,DRY,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CLOVE WHOLE 1 KG","5587",,,"2021-03-26 20:07:03","clove-whole-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","325",,,"0","open",,,,,"DRCER0032",,,,,,"325","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CLOVE,DRY,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHILLI CRUSHED BAYARA 330 ML","5589",,,"2021-03-26 20:07:05","chilli-crushed-bayara-330-ml","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","40",,,"0","open",,,,,"DRCHL0009",,,,,,"40","no","no",,,,"no",,,,,,,,,,,,,,"BAYARA","Grocery &amp; Food Cupboard","CHILLI,CRUSHED,POWDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CINNAMON STICK 100 GM","5591",,,"2021-03-26 20:07:05","cinnamon-stick-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","30",,,"0","open",,,,,"DRCIN0005",,,,,,"30","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CINNAMON,STICK,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL RED LENTIL 1 KG","5593",,,"2021-03-26 20:07:05","dhal-red-lentil-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","20.1",,,"0","open",,,,,"DRDHA0001",,,,,,"20.1","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Grocery &amp; Food Cupboard","DHAL,LENTIL,RED,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"DHAL URAD WHOLE (WITH SKIN) 1 KG","5595",,,"2021-03-26 20:07:05","dhal-urad-whole-with-skin-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","65",,,"0","open",,,,,"DRDHA0026",,,,,,"65","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DHAL,LENTIL,URAD,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MANGO DRY 1 KG","5597",,,"2021-03-26 20:07:06","mango-dry-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","350",,,"0","open",,,,,"DRFRU0014",,,,,,"350","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DRY,MANGO","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PRUNES PITTED SUPERCHEF","5599",,,"2021-03-26 20:07:06","prunes-pitted-superchef","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","45",,,"0","open",,,,,"DRFRU0035",,,,,,"45","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DRY,PRUNES,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CASHEWNUT WHOLE 100 GM","5601",,,"2021-03-26 20:07:06","cashewnut-whole-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","55",,,"0","open",,,,,"DRNUT0099",,,,,,"55","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","CASHEW,NUT,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"RAISIN GOLDEN YELLOW SUPERCHEF 100 GM","5605",,,"2021-03-26 20:07:06","raisin-golden-yellow-superchef-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","19",,,"0","open",,,,,"DRNUT0100",,,,,,"19","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","DRY,RAISIN,WHOLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PEANUT RAW SUPERCHEF 200 GM","5607",,,"2021-03-26 20:07:06","peanut-raw-superchef-200-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","21",,,"0","open",,,,,"DRPEA0025",,,,,,"21","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","NUT,PEA,RAW","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PICKLE GHERKIN 2.5 LTR","5609",,,"2021-03-26 20:07:06","pickle-gherkin-2-5-ltr","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","490",,,"0","open",,,,,"DRPKL0015",,,,,,"490","no","no",,,,"no",,,,,,,,,,,,,,"GIANTS","Grocery &amp; Food Cupboard","GHERKIN,PICKLE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"FENUGREEK SEEDS 100 GM","5611",,,"2021-03-26 20:07:06","fenugreek-seeds-100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","16",,,"0","open",,,,,"DRSPC0195",,,,,,"16","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","FENUGREEK,SEEDS","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SUGAR WHITE 50 KG","5613",,,"2021-03-26 20:07:06","sugar-white-50-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","14.75",,,"0","open",,,,,"DRSUG0003",,,,,,"14.75","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Grocery &amp; Food Cupboard","SUGAR","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SUGAR PORTION STICK WHITE 7 GM (1000 PIECE)","5615",,,"2021-03-26 20:07:06","sugar-portion-stick-white-7-gm-1000-piece","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","180",,,"0","open",,,,,"DRSUG0033",,,,,,"180","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Grocery &amp; Food Cupboard","PORTION,SUGAR","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"WALNUT WITHOUT SHELL 1 KG","5617",,,"2021-03-26 20:07:06","walnut-without-shell-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"1","no","no","330",,,"0","open",,,,,"DRWAL0007",,,,,,"330","no","no",,,,"no",,,,,,,,,,,,,,"SUPERCHEF","Grocery &amp; Food Cupboard","NUT,SHELL,WALL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEEF SHOULDER CUBE 1 KG","5619",,,"2021-03-26 20:07:07","beef-shoulder-cube-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","140.62",,,"0","open",,,,,"FEBEF0189",,,,,,"140.62","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","Beef,CUBE,SHOULDER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEEF TENDERLOIN CUBES INDIA 1 KG","5621",,,"2021-03-26 20:07:07","beef-tenderloin-cubes-india-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","156.67",,,"0","open",,,,,"FZBEF0010",,,,,,"156.67","no","no",,,,"no",,,,,,,,,,,,,,"ALLANA","Frozen Foods","Beef,CUBE,TENDERLION","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEEF TOPSIDE SLICE BRAZIL 900 GM / 1100 GM","5623",,,"2021-03-26 20:07:07","beef-topside-slice-brazil-900-gm-1100-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","152.08",,,"0","open",,,,,"FZBEF0146",,,,,,"152.08","no","no",,,,"no",,,,,,,,,,,,,,"Friboi","Frozen Foods","Beef,CUBE,TOPSIDE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEEF STRIPLOIN SLICE","5625",,,"2021-03-26 20:07:07","beef-striploin-slice","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","191.66",,,"0","open",,,,,"FZBEF0176",,,,,,"191.66","no","no",,,,"no",,,,,,,,,,,,,,"Friboi","Frozen Foods","Beef,SLICE,STRIPLOIN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"OX TAIL SLICE BRAZIL 1 KG","5627",,,"2021-03-26 20:07:07","ox-tail-slice-brazil-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","141.67",,,"0","open",,,,,"FZBEF0221",,,,,,"141.67","no","no",,,,"no",,,,,,,,,,,,,,"Friboi","Frozen Foods","Beef,OX,TAIL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CHICKEN LEG QUARTER RETAIL 1 KG","5630",,,"2021-03-26 20:07:07","chicken-leg-quarter-retail-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","56.66",,,"0","open",,,,,"FZCHI0289",,,,,,"56.66","no","no",,,,"no",,,,,,,,,,,,,,"SEARA","Frozen Foods","CHICKEN,LEG,POULTRY,QUARTER","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SCALLOPS KING 1 KG","5632",,,"2021-03-26 20:07:09","scallops-king-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","680",,,"0","open",,,,,"FZFIS0002",,,,,,"680","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","SCALLOPS,SEAFOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SALMON FILLET SKIN ON 1 KG","5634",,,"2021-03-26 20:07:09","salmon-fillet-skin-on-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","920",,,"0","open",,,,,"FZFIS0039",,,,,,"920","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","FILLET,SALMON,SEAFOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"MUSSELS HALF SHELL 1 KG","5636",,,"2021-03-26 20:07:09","mussels-half-shell-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","280",,,"0","open",,,,,"FZMUS0001",,,,,,"280","no","no",,,,"no",,,,,,,,,,,,,,"TALLY","Frozen Foods","GREEN,MUSSELS,SEAFOOD,SHELL","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"OCTOPUS BABY 1 KG","5638",,,"2021-03-26 20:07:09","octopus-baby-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","165",,,"0","open",,,,,"FZOCT0002",,,,,,"165","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","BABY,CLEANED,OCTOPUS,SEAFOOD","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PORK CUBE 1 KG","5640",,,"2021-03-26 20:07:09","pork-cube-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","112",,,"0","open",,,,,"FZPOR0039",,,,,,"112","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","CUBE,PORK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"PORK GAMMON 7- 8 [APPROX]","5642",,,"2021-03-26 20:07:09","pork-gammon-7-8-approx","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","295",,,"0","open",,,,,"FZPOR0165",,,,,,"295","no","no",,,,"no",,,,,,,,,,,,,,"GENERIC","Frozen Foods","GAMON,PORK","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"SQUID TUBE 10/20 OCEAN PEARL IQF 1 KG","5644",,,"2021-03-26 20:07:10","squid-tube-10-20-ocean-pearl-iqf-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"1","no","no","175",,,"0","open",,,,,"FZSQU0002",,,,,,"175","no","no",,,,"no",,,,,,,,,,,,,,"OCEAN PEARL","Frozen Foods","SQUID,TUBE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APPLE GRANNY SMITH FRESH 1 KG","5646",,,"2021-03-26 20:07:10","apple-granny-smith-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","235",,,"0","open",,,,,"FRAPL0008",,,,,,"235","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APPLE,FRESH,FRUIT,GRANNY SMITH","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APPLE GREEN FRESH DUBAI 1 KG","5648",,,"2021-03-26 20:07:10","apple-green-fresh-dubai-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","80.5",,,"0","open",,,,,"FRAPL0001",,,,,,"80.5","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APPLE,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APPLE GREEN TURKEY FRESH 1 KG","5650",,,"2021-03-26 20:07:10","apple-green-turkey-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","132",,,"0","open",,,,,"FRAPL0014",,,,,,"132","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APPLE,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APPLE RED FRESH DUBAI 1 KG","5652",,,"2021-03-26 20:07:10","apple-red-fresh-dubai-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","79.8",,,"0","open",,,,,"FRAPL0002",,,,,,"79.8","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APPLE,FRESH,FRUIT,RED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APPLE RED FRESH TURKEY 1 KG","5654",,,"2021-03-26 20:07:10","apple-red-fresh-turkey-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","132",,,"0","open",,,,,"FRAPL0011",,,,,,"132","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APPLE,FRESH,FRUIT,RED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"APRICOT FRESH 1 KG","5656",,,"2021-03-26 20:07:10","apricot-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","130",,,"0","open",,,,,"FRAPR0001",,,,,,"130","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","APRICOT,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ASPARAGUS GREEN FRESH 1 KG","5658",,,"2021-03-26 20:07:10","asparagus-green-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","500",,,"0","open",,,,,"FRASP0001",,,,,,"500","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","ASPARAGUS,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"ASPARAGUS WHITE FRESH 1 KG","5660",,,"2021-03-26 20:07:11","asparagus-white-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","600",,,"0","open",,,,,"FRASP0002",,,,,,"600","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","ASPARAGUS,FRESH,FRUIT,WHITE","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"AVACADO FRESH 1 KG","5662",,,"2021-03-26 20:07:11","avacado-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","422",,,"0","open",,,,,"FRAVA0001",,,,,,"422","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","AVACADO,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BANANA FRESH 1 KG","5664",,,"2021-03-26 20:07:11","banana-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","300",,,"0","open",,,,,"FRBAN0001",,,,,,"300","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BANANA,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BASIL LEAVES FRESH 1 KG","5666",,,"2021-03-26 20:07:11","basil-leaves-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"15",,,,,"no",,"instock",,,"0","no","no","130",,,"0","open",,,,,"FRSPI0002",,,,,,"130","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BASIL,FRESH,FRUIT,HERB","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEANS GREEN FRESH EGYPT 1 KG","5668",,,"2021-03-26 20:07:11","beans-green-fresh-egypt-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","115",,,"0","open",,,,,"FRBEN0013",,,,,,"115","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BEANS,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BEETROOT FRESH 1 KG","5670",,,"2021-03-26 20:07:11","beetroot-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","82",,,"0","open",,,,,"FRBET0001",,,,,,"82","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BEETROOT,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BLACKBERRY (PUNNET) FRESH PARIS 250 GM","5672",,,"2021-03-26 20:07:13","blackberry-punnet-fresh-paris-250-gm","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","1145",,,"0","open",,,,,"FRBER0015",,,,,,"1145","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BLACKBERRY,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BLUEBERRY (PUNNET) FRESH PARIS 1 KG","5674",,,"2021-03-26 20:07:13","blueberry-punnet-fresh-paris-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","1020",,,"0","open",,,,,"FRBER0013",,,,,,"1020","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BLUEBERRY,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BROCCOLI FRESH 1 KG","5676",,,"2021-03-26 20:07:13","broccoli-fresh-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","235",,,"0","open",,,,,"FRBRO0001",,,,,,"235","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BROCCOLI,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"BROCCOLI FRESH EGYPT 1 KG","5678",,,"2021-03-26 20:07:13","broccoli-fresh-egypt-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","135",,,"0","open",,,,,"FRBRO0005",,,,,,"135","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BROCCOLI,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CABBAGE GREEN FRESH DUBAI 1 KG","5680",,,"2021-03-26 20:07:14","cabbage-green-fresh-dubai-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","75",,,"0","open",,,,,"FRCAB0001",,,,,,"75","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","CABBAGE,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CABBAGE GREEN FRESH EGYPT 1 KG","5682",,,"2021-03-26 20:07:14","cabbage-green-fresh-egypt-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","100",,,"0","open",,,,,"FRCAB0010",,,,,,"100","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","CABBAGE,FRESH,FRUIT,GREEN","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CABBAGE RED FRESH DUBAI 1 KG","5684",,,"2021-03-26 20:07:14","cabbage-red-fresh-dubai-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","80",,,"0","open",,,,,"FRCAB0002",,,,,,"80","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","CABBAGE,FRESH,FRUIT,RED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CABBAGE RED FRESH EGYPT 1 KG","5686",,,"2021-03-26 20:07:14","cabbage-red-fresh-egypt-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","42",,,"0","open",,,,,"FRCAB0011",,,,,,"42","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","CABBAGE,FRESH,FRUIT,RED","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
"CAPSICUM GREEN (BEL PEPPER) FRESH EGYPT 1 KG","5688",,,"2021-03-26 20:07:14","capsicum-green-bel-pepper-fresh-egypt-1-kg","shopewdc","publish",,,"1","none","1",,,,,,,,"0",,,,,"no",,"instock",,,"0","no","no","118",,,"0","open",,,,,"FRCAP0007",,,,,,"118","no","no",,,,"no",,,,,,,,,,,,,,"FRESH PRODUCE","Fresh Produce","BELL PEPPER,CAPSICUM,FRESH,FRUIT","108",,,,"236",,"469.57",,,,"manually","1",,,,,,,,
